0.0,-2.188254459,0.0,0.115893087,0.0,-1.177782533
0.016667,-2.183522003,0.016667,0.126669553,0.016667,-1.22178407
0.033333,-2.175067042,0.033333,0.140739449,0.033333,-1.268883552
0.050001,-2.162522069,0.05,0.159297801,0.05,-1.310596284
0.066668,-2.149158052,0.066667,0.179200699,0.066667,-1.351370968
0.083335,-2.133900802,0.083333,0.206362589,0.083333,-1.395418857
0.100002,-2.120458311,0.1,0.227501377,0.1,-1.435445935
0.116669,-2.106854081,0.116667,0.252408894,0.116667,-1.480457857
0.133336,-2.096560125,0.133333,0.272732762,0.133333,-1.523041774
0.150003,-2.088100164,0.15,0.291073802,0.15,-1.572151661
0.16667,-2.083245136,0.166667,0.303676939,0.166667,-1.618673833
0.183337,-2.08082238,0.183333,0.313563867,0.183333,-1.671670513
0.200004,-2.080459386,0.2,0.317488753,0.2,-1.720811423
0.216671,-2.081445309,0.216667,0.318025303,0.216667,-1.775174189
0.233338,-2.082955686,0.233333,0.314942356,0.233333,-1.823964508
0.250005,-2.084137654,0.25,0.309367341,0.25,-1.871192752
0.266672,-2.084525162,0.266667,0.300621301,0.266667,-1.920302712
0.283339,-2.083107772,0.283333,0.290578119,0.283333,-1.96165478
0.300006,-2.078801784,0.3,0.277825653,0.3,-2.002542678
0.316673,-2.072107483,0.316667,0.264984819,0.316667,-2.034945881
0.33334,-2.061239835,0.333333,0.249964326,0.333333,-2.064823193
0.350007,-2.047655119,0.35,0.23567029,0.35,-2.0866229
0.366674,-2.030053795,0.366667,0.22113875,0.366667,-2.104293545
0.383341,-2.005885672,0.383333,0.205072467,0.383333,-2.114675358
0.400008,-1.979437157,0.4,0.190601889,0.4,-2.11962407
0.416675,-1.945494881,0.416667,0.175004173,0.416667,-2.119056979
0.433342,-1.910208967,0.433333,0.161328227,0.433333,-2.113118612
0.450009,-1.866880115,0.45,0.146925535,0.45,-2.100932602
0.466676,-1.823551262,0.466667,0.134424323,0.466667,-2.084875273
0.483343,-1.771840992,0.483333,0.121624259,0.483333,-2.062106497
0.50001,-1.721376302,0.5,0.110698368,0.5,-2.037023294
0.516677,-1.66807218,0.516667,0.100675667,0.516667,-2.004975646
0.533344,-1.606426017,0.533333,0.090510272,0.533333,-1.972026228
0.550011,-1.548090128,0.55,0.082259818,0.55,-1.93203499
0.566678,-1.481760399,0.566667,0.074084078,0.566667,-1.892451279
0.583345,-1.419736589,0.583333,0.067422695,0.583333,-1.850140506
0.600012,-1.350052278,0.6,0.061182185,0.6,-1.800654261
0.616679,-1.28588037,0.616667,0.056265933,0.616667,-1.75345682
0.633346,-1.214651237,0.633333,0.051689111,0.633333,-1.699295226
0.650013,-1.149552504,0.65,0.048402506,0.65,-1.64823165
0.66668,-1.077896696,0.666667,0.045448697,0.666667,-1.590456407
0.683347,-1.013077414,0.683333,0.043438657,0.683333,-1.536763873
0.700014,-0.94876328,0.7,0.042053437,0.7,-1.476581429
0.716681,-0.878765214,0.716667,0.041068802,0.716667,-1.421125867
0.733348,-0.816128336,0.733333,0.040756488,0.733333,-1.365294167
0.750015,-0.748415593,0.75,0.040865144,0.75,-1.303771403
0.766682,-0.688206264,0.766667,0.041340442,0.766667,-1.24791379
0.783349,-0.623450802,0.783333,0.042263922,0.783333,-1.186963301
0.800016,-0.566149656,0.8,0.04351337,0.8,-1.132095415
0.816683,-0.504964474,0.816667,0.045231385,0.816667,-1.07255729
0.83335,-0.451057077,0.833333,0.046996901,0.833333,-1.019498711
0.850017,-0.393834543,0.85,0.049013673,0.85,-0.962378298
0.866684,-0.343571038,0.866667,0.05141074,0.866667,-0.911861084
0.883351,-0.295131875,0.883333,0.053678766,0.883333,-0.857859201
0.900018,-0.243897378,0.9,0.056483149,0.9,-0.81030606
0.916685,-0.199317875,0.916667,0.058988872,0.916667,-0.764144699
0.933352,-0.152300963,0.933333,0.062064991,0.933333,-0.715240947
0.950019,-0.111502647,0.95,0.064801488,0.95,-0.672332205
0.966686,-0.068703388,0.966667,0.067714623,0.966667,-0.626933779
0.983353,-0.031651952,0.983333,0.07052593,0.983333,-0.587267512
1.00002,0.007214103,1,0.073615607,1,-0.545199006
1.016687,0.040695328,1.016667,0.076318161,1.016667,-0.508414256
1.033354,0.072474783,1.033333,0.078925713,1.033333,-0.469361431
1.050021,0.105612668,1.05,0.081798078,1.05,-0.434978772
1.066688,0.134111154,1.066667,0.084385245,1.066667,-0.401890008
1.083355,0.163816123,1.083333,0.087121839,1.083333,-0.366801204
1.100022,0.189303439,1.1,0.089478136,1.1,-0.336124898
1.116689,0.215688203,1.116667,0.092099246,1.116667,-0.30384031
1.133356,0.23829671,1.133333,0.094387657,1.133333,-0.275679528
1.150023,0.261689956,1.15,0.096716742,1.15,-0.246163025
1.16669,0.281704106,1.166667,0.09878111,1.166667,-0.22054879
1.183357,0.302444104,1.183333,0.100797881,1.183333,-0.193882929
1.200024,0.320065012,1.2,0.102923308,1.2,-0.171000719
1.216691,0.336734512,1.216667,0.104770268,1.216667,-0.147242142
1.233358,0.353894439,1.233333,0.106719154,1.233333,-0.127055899
1.250025,0.368607164,1.25,0.108355629,1.25,-0.108050117
1.266692,0.383707257,1.266667,0.110032874,1.266667,-0.088729804
1.283359,0.396590709,1.283333,0.111513192,1.283333,-0.072394222
1.300026,0.4098616,1.3,0.113156494,1.3,-0.055769947
1.316693,0.421170715,1.316667,0.114528252,1.316667,-0.041898356
1.33336,0.432852615,1.333333,0.115899914,1.333333,-0.027908149
1.350027,0.442852329,1.35,0.117115419,1.35,-0.016443833
1.366694,0.45232731,1.366667,0.118256211,1.366667,-0.004948639
1.383361,0.462072019,1.383333,0.119369791,1.383333,0.00441768
1.400028,0.470237599,1.4,0.120374811,1.4,0.012758138
1.416695,0.478878813,1.416667,0.12144089,1.416667,0.021072903
1.433362,0.486215557,1.433333,0.122303311,1.433333,0.027583398
1.450029,0.493841613,1.45,0.123301504,1.45,0.034026958
1.466696,0.500305423,1.466667,0.124116328,1.466667,0.038985889
1.483363,0.507043821,1.483333,0.124937979,1.483333,0.043723137
1.50003,0.512943661,1.5,0.125528761,1.5,0.047326348
1.516697,0.51900531,1.516667,0.126255314,1.516667,0.050594516
1.533364,0.524262638,1.533333,0.126900423,1.533333,0.053063689
1.550031,0.529201209,1.55,0.127416491,1.55,0.055187454
1.566698,0.53453701,1.566667,0.128020926,1.566667,0.056708141
1.583365,0.53907342,1.583333,0.128577668,1.583333,0.057702979
1.600032,0.543869766,1.6,0.129093736,1.6,0.058404088
1.616699,0.548053114,1.616667,0.129575861,1.616667,0.058615406
1.633366,0.552501189,1.633333,0.129983369,1.633333,0.058651465
1.650033,0.55636571,1.65,0.13049261,1.65,0.058409197
1.6667,0.560465723,1.666667,0.130872906,1.666667,0.05788342
1.683367,0.564133991,1.683333,0.131253106,1.683333,0.057125668
1.700034,0.567670034,1.7,0.131606286,1.7,0.056079224
1.716701,0.571529625,1.716667,0.131972928,1.716667,0.054991538
1.733368,0.574947888,1.733333,0.132176682,1.733333,0.053754433
1.750035,0.578675115,1.75,0.132482265,1.75,0.052455429
1.766702,0.581960945,1.766667,0.132801406,1.766667,0.051094526
1.783369,0.585570461,1.783333,0.133045834,1.783333,0.049558363
1.800036,0.58885136,1.8,0.133378533,1.8,0.048078991
1.816703,0.592397125,1.816667,0.133595845,1.816667,0.04636757
1.83337,0.595516285,1.833333,0.133786041,1.833333,0.044862357
1.850037,0.598905033,1.85,0.134030469,1.85,0.043279844
1.866704,0.60200454,1.866667,0.13430884,1.866667,0.041851932
1.883371,0.605059879,1.883333,0.13458048,1.883333,0.040186935
1.900038,0.608389806,1.9,0.13481135,1.9,0.038841507
1.916705,0.611405978,1.916667,0.135055778,1.916667,0.037434252
1.933372,0.614726114,1.933333,0.135375015,1.933333,0.035898163
1.950039,0.617683395,1.95,0.135592231,1.95,0.034599086
1.966706,0.620949572,1.966667,0.135809543,1.966667,0.03318154
1.983373,0.623862685,1.983333,0.135938584,1.983333,0.031934069
2.00004,0.627138723,2,0.135999739,2,0.030696891
2.016707,0.630051837,2.016667,0.136128684,2.016667,0.029593804
2.033374,0.632964951,2.033333,0.136386766,2.033333,0.02851641
2.050041,0.636187029,2.05,0.13650898,2.05,0.027521572
2.066708,0.63908549,2.066667,0.136658406,2.066667,0.026526662
2.083375,0.642233956,2.083333,0.136855333,2.083333,0.025603943
2.100042,0.645068665,2.1,0.137058991,2.1,0.024815314
2.116709,0.648280882,2.116667,0.137167647,2.116667,0.02399048
