Filename:	d:\clemens 2016\lme_0_11.drdd 						
Operator ID:	 						
Sample ID:	LME_0_11 						
Comment: 	Isothermal 180C 4h 						
Serial Number:	587P2203 						
Data Collected:	10/10/16 15:01						
Sample Weight:	14.400 mg 						
Display Weight:	14.400						
Validation 							
Validated:	No 						
By:	 						
Date:	 						
Calibration Information 							
Filename:	C:\Program Files\PerkinElmer\Pyris\Calibrations\default.drdc 						
Heat flow unit: mW/s     						
Initial Conditions 							
Temperature:	 30.00 °C 						
Y Initial:	20.00 mW 						
Sample Rate:	Standard 						
Baseline Filename:	D:\foostrum\FiberCore baseline.drdd 						
End Condition:	Go To Load 						
Total Points in Run:	14490						
Method Steps: 							
Pre-Run Actions 							
Start the Run 							
	Action occurs Immediately 						
Switch the Gas to Nitrogen at 20.0 ml/min  							
	Action occurs Immediately 						
	1.583.333	-30.727.557	0.000000	180.000.000	145.030.212	0.000000	1.480.999
	1.600.000	-30.533.989	0.000000	180.000.000	146.675.522	0.000000	1.480.999
	1.616.667	-30.338.092	0.000000	180.000.000	148.297.073	0.000000	1.480.999
	1.633.333	-30.189.862	0.000000	180.000.000	149.929.245	0.000000	1.480.999
	1.650.000	-30.068.041	0.000000	180.000.000	151.527.084	0.000000	1.480.999
	1.666.667	-29.998.130	0.000000	180.000.000	153.115.433	0.000000	1.480.999
	1.683.333	-29.963.243	0.000000	180.000.000	154.662.735	0.000000	1.480.999
	1.700.000	-29.958.016	0.000000	180.000.000	156.173.584	0.000000	1.480.999
	1.716.667	-29.972.213	0.000000	180.000.000	157.646.744	0.000000	1.480.999
	1.733.333	-29.993.962	0.000000	180.000.000	159.065.079	0.000000	1.480.999
	1.750.000	-30.010.982	0.000000	180.000.000	160.449.722	0.000000	1.480.999
	1.766.667	-30.016.562	0.000000	180.000.000	161.773.849	0.000000	1.480.999
	1.783.333	-29.996.152	0.000000	180.000.000	163.059.769	0.000000	1.480.999
	1.800.000	-29.934.147	0.000000	180.000.000	164.277.267	0.000000	1.480.999
	1.816.667	-29.837.751	0.000000	180.000.000	165.450.073	0.000000	1.480.999
	1.833.333	-29.681.260	0.000000	180.000.000	166.555.679	0.000000	1.480.999
	1.850.000	-29.485.644	0.000000	180.000.000	167.611.969	0.000000	1.480.999
	1.866.667	-29.232.190	0.000000	180.000.000	168.610.321	0.000000	1.480.999
	1.883.333	-28.884.176	0.000000	180.000.000	169.551.956	0.000000	1.480.999
	1.900.000	-28.503.325	0.000000	180.000.000	170.445.496	0.000000	1.480.999
	1.916.667	-28.014.566	0.000000	180.000.000	171.275.253	0.000000	1.480.999
	1.933.333	-27.506.459	0.000000	180.000.000	172.064.621	0.000000	1.480.999
	1.950.000	-26.882.536	0.000000	180.000.000	172.795.731	0.000000	1.480.999
	1.966.667	-26.258.613	0.000000	180.000.000	173.488.007	0.000000	1.480.999
	1.983.333	-25.514.000	0.000000	180.000.000	174.125.732	0.000000	1.480.999
	2.000.000	-24.787.323	0.000000	180.000.000	174.727.692	0.000000	1.480.999
	2.016.667	-24.019.759	0.000000	180.000.000	175.281.265	0.000000	1.480.999
	2.033.333	-23.132.072	0.000000	180.000.000	175.796.326	0.000000	1.480.999
	2.050.000	-22.292.052	0.000000	180.000.000	176.274.078	0.000000	1.480.999
	2.066.667	-21.336.923	0.000000	180.000.000	176.712.982	0.000000	1.480.999
	2.083.333	-20.443.798	0.000000	180.000.000	177.121.078	0.000000	1.480.999
	2.100.000	-19.440.364	0.000000	180.000.000	177.492.493	0.000000	1.480.999
	2.116.667	-18.516.307	0.000000	180.000.000	177.839.249	0.000000	1.480.999
	2.133.333	-17.490.628	0.000000	180.000.000	178.151.794	0.000000	1.480.999
	2.150.000	-16.553.225	0.000000	180.000.000	178.444.290	0.000000	1.480.999
	2.166.667	-15.521.402	0.000000	180.000.000	178.708.450	0.000000	1.480.999
	2.183.333	-14.588.023	0.000000	180.000.000	178.952.560	0.000000	1.480.999
	2.200.000	-13.661.918	0.000000	180.000.000	179.175.110	0.000000	1.480.999
	2.216.667	-12.653.966	0.000000	180.000.000	179.376.678	0.000000	1.480.999
	2.233.333	-11.752.013	0.000000	180.000.000	179.560.699	0.000000	1.480.999
	2.250.000	-10.776.969	0.000000	180.000.000	179.725.281	0.000000	1.480.999
	2.266.667	-9.909.972	0.000000	180.000.000	179.876.312	0.000000	1.480.999
	2.283.333	-8.977.512	0.000000	180.000.000	180.011.627	0.000000	1.480.999
	2.300.000	-8.152.392	0.000000	180.000.000	180.135.544	0.000000	1.480.999
	2.316.667	-7.271.343	0.000000	180.000.000	180.244.034	0.000000	1.480.999
	2.333.333	-6.495.092	0.000000	180.000.000	180.343.979	0.000000	1.480.999
	2.350.000	-5.671.104	0.000000	180.000.000	180.432.358	0.000000	1.480.999
	2.366.667	-4.947.324	0.000000	180.000.000	180.510.513	0.000000	1.480.999
	2.383.333	-4.249.814	0.000000	180.000.000	180.583.084	0.000000	1.480.999
	2.400.000	-3.512.052	0.000000	180.000.000	180.649.445	0.000000	1.480.999
	2.416.667	-2.870.120	0.000000	180.000.000	180.707.748	0.000000	1.480.999
	2.433.333	-2.193.090	0.000000	180.000.000	180.762.024	0.000000	1.480.999
	2.450.000	-1.605.606	0.000000	180.000.000	180.810.089	0.000000	1.480.999
	2.466.667	-0.989309	0.000000	180.000.000	180.850.403	0.000000	1.480.999
	2.483.333	-0.455779	0.000000	180.000.000	180.887.619	0.000000	1.480.999
	2.500.000	0.103881	0.000000	180.000.000	180.922.653	0.000000	1.480.999
	2.516.667	0.586001	0.000000	180.000.000	180.951.508	0.000000	1.480.999
	2.533.333	1.043.616	0.000000	180.000.000	180.976.624	0.000000	1.480.999
	2.550.000	1.520.792	0.000000	180.000.000	181.000.809	0.000000	1.480.999
	2.566.667	1.931.162	0.000000	180.000.000	181.021.591	0.000000	1.480.999
	2.583.333	2.358.905	0.000000	180.000.000	181.037.399	0.000000	1.480.999
	2.600.000	2.725.915	0.000000	180.000.000	181.053.833	0.000000	1.480.999
	2.616.667	3.105.848	0.000000	180.000.000	181.070.587	0.000000	1.480.999
	2.633.333	3.431.404	0.000000	180.000.000	181.083.618	0.000000	1.480.999
	2.650.000	3.768.260	0.000000	180.000.000	181.096.954	0.000000	1.480.999
	2.666.667	4.056.458	0.000000	180.000.000	181.111.526	0.000000	1.480.999
	2.683.333	4.355.108	0.000000	180.000.000	181.122.375	0.000000	1.480.999
	2.700.000	4.608.844	0.000000	180.000.000	181.133.224	0.000000	1.480.999
	2.716.667	4.848.880	0.000000	180.000.000	181.144.394	0.000000	1.480.999
	2.733.333	5.095.978	0.000000	180.000.000	181.153.702	0.000000	1.480.999
	2.750.000	5.307.837	0.000000	180.000.000	181.162.384	0.000000	1.480.999
	2.766.667	5.525.274	0.000000	180.000.000	181.171.371	0.000000	1.480.999
	2.783.333	5.710.792	0.000000	180.000.000	181.179.443	0.000000	1.480.999
	2.800.000	5.901.889	0.000000	180.000.000	181.187.805	0.000000	1.480.999
	2.816.667	6.064.737	0.000000	180.000.000	181.196.182	0.000000	1.480.999
	2.833.333	6.232.953	0.000000	180.000.000	181.202.698	0.000000	1.480.999
	2.850.000	6.376.946	0.000000	180.000.000	181.210.449	0.000000	1.480.999
	2.866.667	6.513.383	0.000000	180.000.000	181.218.201	0.000000	1.480.999
	2.883.333	6.653.704	0.000000	180.000.000	181.226.578	0.000000	1.480.999
	2.900.000	6.771.286	0.000000	180.000.000	181.234.329	0.000000	1.480.999
	2.916.667	6.895.717	0.000000	180.000.000	181.243.637	0.000000	1.480.999
	2.933.333	7.001.364	0.000000	180.000.000	181.252.930	0.000000	1.480.999
	2.950.000	7.111.177	0.000000	180.000.000	181.262.238	0.000000	1.480.999
	2.966.667	7.204.254	0.000000	180.000.000	181.270.615	0.000000	1.480.999
	2.983.333	7.301.285	0.000000	180.000.000	181.279.297	0.000000	1.480.999
	3.000.000	7.386.241	0.000000	180.000.000	181.289.841	0.000000	1.480.999
	3.016.667	7.473.527	0.000000	180.000.000	181.299.454	0.000000	1.480.999
	3.033.333	7.549.231	0.000000	180.000.000	181.309.692	0.000000	1.480.999
	3.050.000	7.620.345	0.000000	180.000.000	181.319.916	0.000000	1.480.999
	3.066.667	7.697.179	0.000000	180.000.000	181.329.224	0.000000	1.480.999
	3.083.333	7.762.502	0.000000	180.000.000	181.339.767	0.000000	1.480.999
	3.100.000	7.831.568	0.000000	180.000.000	181.349.701	0.000000	1.480.999
	3.116.667	7.891.807	0.000000	180.000.000	181.358.383	0.000000	1.480.999
	3.133.333	7.955.858	0.000000	180.000.000	181.367.676	0.000000	1.480.999
	3.150.000	8.011.506	0.000000	180.000.000	181.376.678	0.000000	1.480.999
	3.166.667	8.070.545	0.000000	180.000.000	181.385.361	0.000000	1.480.999
	3.183.333	8.123.367	0.000000	180.000.000	181.395.279	0.000000	1.480.999
	3.200.000	8.174.285	0.000000	180.000.000	181.405.197	0.000000	1.480.999
	3.216.667	8.229.862	0.000000	180.000.000	181.413.574	0.000000	1.480.999
	3.233.333	8.279.084	0.000000	180.000.000	181.423.508	0.000000	1.480.999
	3.250.000	8.332.755	0.000000	180.000.000	181.432.800	0.000000	1.480.999
	3.266.667	8.380.070	0.000000	180.000.000	181.440.552	0.000000	1.480.999
	3.283.333	8.432.046	0.000000	180.000.000	181.448.624	0.000000	1.480.999
	3.300.000	8.479.290	0.000000	180.000.000	181.459.473	0.000000	1.480.999
	3.316.667	8.530.348	0.000000	180.000.000	181.470.337	0.000000	1.480.999
	3.333.333	8.575.263	0.000000	180.000.000	181.480.560	0.000000	1.480.999
	3.350.000	8.624.060	0.000000	180.000.000	181.490.494	0.000000	1.480.999
	3.366.667	8.668.692	0.000000	180.000.000	181.501.038	0.000000	1.480.999
	3.383.333	8.712.688	0.000000	180.000.000	181.511.581	0.000000	1.480.999
	3.400.000	8.760.638	0.000000	180.000.000	181.520.264	0.000000	1.480.999
	3.416.667	8.804.070	0.000000	180.000.000	181.528.015	0.000000	1.480.999
	3.433.333	8.851.879	0.000000	180.000.000	181.537.628	0.000000	1.480.999
	3.450.000	8.894.463	0.000000	180.000.000	181.545.685	0.000000	1.480.999
	3.466.667	8.941.495	0.000000	180.000.000	181.553.436	0.000000	1.480.999
	3.483.333	8.983.443	0.000000	180.000.000	181.562.439	0.000000	1.480.999
	3.500.000	9.030.617	0.000000	180.000.000	181.572.357	0.000000	1.480.999
	3.516.667	9.072.565	0.000000	180.000.000	181.581.345	0.000000	1.480.999
	3.533.333	9.114.513	0.000000	180.000.000	181.591.278	0.000000	1.480.999
	3.550.000	9.160.910	0.000000	180.000.000	181.600.586	0.000000	1.480.999
	3.566.667	9.202.647	0.000000	180.000.000	181.610.809	0.000000	1.480.999
	3.583.333	9.247.984	0.000000	180.000.000	181.618.881	0.000000	1.480.999
	3.600.000	9.288.803	0.000000	180.000.000	181.626.938	0.000000	1.480.999
	3.616.667	9.335.058	0.000000	180.000.000	181.636.856	0.000000	1.480.999
	3.633.333	9.376.229	0.000000	180.000.000	181.645.859	0.000000	1.480.999
	3.650.000	9.421.002	0.000000	180.000.000	181.653.305	0.000000	1.480.999
	3.666.667	9.463.374	0.000000	180.000.000	181.660.736	0.000000	1.480.999
	3.683.333	9.509.347	0.000000	180.000.000	181.669.418	0.000000	1.480.999
	3.700.000	9.550.377	0.000000	180.000.000	181.675.003	0.000000	1.480.999
	3.716.667	9.591.690	0.000000	180.000.000	181.682.755	0.000000	1.480.999
	3.733.333	9.636.533	0.000000	180.000.000	181.690.201	0.000000	1.480.999
	3.750.000	9.678.340	0.000000	180.000.000	181.701.370	0.000000	1.480.999
	3.766.667	9.723.183	0.000000	180.000.000	181.710.358	0.000000	1.480.999
	3.783.333	9.763.719	0.000000	180.000.000	181.721.222	0.000000	1.480.999
	3.800.000	9.808.563	0.000000	180.000.000	181.729.584	0.000000	1.480.999
	3.816.667	9.848.604	0.000000	180.000.000	181.739.822	0.000000	1.480.999
	3.833.333	9.892.599	0.000000	180.000.000	181.747.879	0.000000	1.480.999
	3.850.000	9.932.076	0.000000	180.000.000	181.756.561	0.000000	1.480.999
	3.866.667	9.975.860	0.000000	180.000.000	181.764.008	0.000000	1.480.999
	3.883.333	10.015.477	0.000000	180.000.000	181.772.079	0.000000	1.480.999
	3.900.000	10.054.601	0.000000	180.000.000	181.778.900	0.000000	1.480.999
	3.916.667	10.096.831	0.000000	180.000.000	181.784.790	0.000000	1.480.999
	3.933.333	10.136.237	0.000000	180.000.000	181.791.306	0.000000	1.480.999
	3.950.000	10.180.163	0.000000	180.000.000	181.799.057	0.000000	1.480.999
	3.966.667	10.219.003	0.000000	180.000.000	181.807.114	0.000000	1.480.999
	3.983.333	10.261.587	0.000000	180.000.000	181.815.186	0.000000	1.480.999
	4.000.000	10.300.569	0.000000	180.000.000	181.822.617	0.000000	1.480.999
	4.016.667	10.343.082	0.000000	180.000.000	181.830.994	0.000000	1.480.999
	4.033.333	10.381.216	0.000000	180.000.000	181.838.135	0.000000	1.480.999
	4.050.000	10.419.916	0.000000	180.000.000	181.845.261	0.000000	1.480.999
	4.066.667	10.461.581	0.000000	180.000.000	181.852.707	0.000000	1.480.999
	4.083.333	10.499.998	0.000000	180.000.000	181.861.694	0.000000	1.480.999
	4.100.000	10.541.240	0.000000	180.000.000	181.868.515	0.000000	1.480.999
	4.116.667	10.578.174	0.000000	180.000.000	181.877.197	0.000000	1.480.999
	4.133.333	10.619.416	0.000000	180.000.000	181.884.964	0.000000	1.480.999
	4.150.000	10.656.279	0.000000	180.000.000	181.894.257	0.000000	1.480.999
	4.166.667	10.697.027	0.000000	180.000.000	181.901.077	0.000000	1.480.999
	4.183.333	10.734.244	0.000000	180.000.000	181.909.454	0.000000	1.480.999
	4.200.000	10.774.002	0.000000	180.000.000	181.917.206	0.000000	1.480.999
	4.216.667	10.808.111	0.000000	180.000.000	181.923.721	0.000000	1.480.999
	4.233.333	10.847.447	0.000000	180.000.000	181.929.932	0.000000	1.480.999
	4.250.000	10.881.838	0.000000	180.000.000	181.936.752	0.000000	1.480.999
	4.266.667	10.920.962	0.000000	180.000.000	181.945.114	0.000000	1.480.999
	4.283.333	10.960.014	0.000000	180.000.000	181.951.019	0.000000	1.480.999
	4.300.000	10.991.157	0.000000	180.000.000	181.958.145	0.000000	1.480.999
	4.316.667	11.029.504	0.000000	180.000.000	181.964.966	0.000000	1.480.999
	4.333.333	11.066.862	0.000000	180.000.000	181.973.648	0.000000	1.480.999
	4.350.000	11.103.796	0.000000	180.000.000	181.979.233	0.000000	1.480.999
	4.366.667	11.137.763	0.000000	180.000.000	181.986.359	0.000000	1.480.999
	4.383.333	11.173.850	0.000000	180.000.000	181.993.500	0.000000	1.480.999
	4.400.000	11.206.829	0.000000	180.000.000	182.000.015	0.000000	1.480.999
	4.416.667	11.239.455	0.000000	180.000.000	182.006.210	0.000000	1.480.999
	4.433.333	11.274.624	0.000000	180.000.000	182.013.351	0.000000	1.480.999
	4.450.000	11.304.779	0.000000	180.000.000	182.018.005	0.000000	1.480.999
	4.466.667	11.339.947	0.000000	180.000.000	182.023.895	0.000000	1.480.999
	4.483.333	11.370.384	0.000000	180.000.000	182.030.090	0.000000	1.480.999
	4.500.000	11.401.245	0.000000	180.000.000	182.036.606	0.000000	1.480.999
	4.516.667	11.435.566	0.000000	180.000.000	182.043.427	0.000000	1.480.999
	4.533.333	11.466.286	0.000000	180.000.000	182.049.942	0.000000	1.480.999
	4.550.000	11.499.547	0.000000	180.000.000	182.057.999	0.000000	1.480.999
	4.566.667	11.529.491	0.000000	180.000.000	182.064.514	0.000000	1.480.999
	4.583.333	11.558.515	0.000000	180.000.000	182.068.863	0.000000	1.480.999
	4.600.000	11.587.540	0.000000	180.000.000	182.074.753	0.000000	1.480.999
	4.616.667	11.618.683	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	4.633.333	11.650.674	0.000000	180.000.000	182.088.394	0.000000	1.480.999
	4.650.000	11.678.992	0.000000	180.000.000	182.093.979	0.000000	1.480.999
	4.666.667	11.710.065	0.000000	180.000.000	182.100.800	0.000000	1.480.999
	4.683.333	11.740.360	0.000000	180.000.000	182.106.995	0.000000	1.480.999
	4.700.000	11.764.018	0.000000	180.000.000	182.111.649	0.000000	1.480.999
	4.716.667	11.792.831	0.000000	180.000.000	182.114.761	0.000000	1.480.999
	4.733.333	11.821.926	0.000000	180.000.000	182.120.026	0.000000	1.480.999
	4.750.000	11.847.914	0.000000	180.000.000	182.124.985	0.000000	1.480.999
	4.766.667	11.875.456	0.000000	180.000.000	182.130.569	0.000000	1.480.999
	4.783.333	11.897.630	0.000000	180.000.000	182.136.780	0.000000	1.480.999
	4.800.000	11.924.465	0.000000	180.000.000	182.143.280	0.000000	1.480.999
	4.816.667	11.951.160	0.000000	180.000.000	182.149.796	0.000000	1.480.999
	4.833.333	11.974.535	0.000000	180.000.000	182.155.380	0.000000	1.480.999
	4.850.000	12.000.099	0.000000	180.000.000	182.161.270	0.000000	1.480.999
	4.866.667	12.023.121	0.000000	180.000.000	182.166.229	0.000000	1.480.999
	4.883.333	12.048.120	0.000000	180.000.000	182.171.814	0.000000	1.480.999
