Filename:	d:\clemens 2016\lme_0_11.drdd 						
Operator ID:	 						
Sample ID:	LME_0_11 						
Comment: 	Isothermal 180C 4h 						
Serial Number:	587P2203 						
Data Collected:	10/10/16 15:01						
Sample Weight:	14.400 mg 						
Display Weight:	14.400						
Validation 							
Validated:	No 						
By:	 						
Date:	 						
Calibration Information 							
Filename:	C:\Program Files\PerkinElmer\Pyris\Calibrations\default.drdc 						
Heat flow unit: mW/s     						
Initial Conditions 							
Temperature:	 30.00 °C 						
Y Initial:	20.00 mW 						
Sample Rate:	Standard 						
Baseline Filename:	D:\foostrum\FiberCore baseline.drdd 						
End Condition:	Go To Load 						
Total Points in Run:	14490						
Method Steps: 							
Pre-Run Actions 							
Start the Run 							
	Action occurs Immediately 						
Switch the Gas to Nitrogen at 20.0 ml/min  							
	Action occurs Immediately 						
	34.933.333	-0.075916	0.000000	180.000.000	182.077.225	0.000000	1.480.999
	34.950.000	-0.076693	0.000000	180.000.000	182.074.432	0.000000	1.480.999
	34.966.667	-0.077046	0.000000	180.000.000	182.073.196	0.000000	1.480.999
	34.983.333	-0.078246	0.000000	180.000.000	182.073.517	0.000000	1.480.999
	35.000.000	-0.078176	0.000000	180.000.000	182.073.517	0.000000	1.480.999
	35.016.667	-0.077964	0.000000	180.000.000	182.073.517	0.000000	1.480.999
	35.033.333	-0.078458	0.000000	180.000.000	182.075.058	0.000000	1.480.999
	35.050.000	-0.079165	0.000000	180.000.000	182.074.753	0.000000	1.480.999
	35.066.667	-0.079306	0.000000	180.000.000	182.073.822	0.000000	1.480.999
	35.083.333	-0.080294	0.000000	180.000.000	182.073.196	0.000000	1.480.999
	35.100.000	-0.081001	0.000000	180.000.000	182.074.127	0.000000	1.480.999
	35.116.667	-0.080577	0.000000	180.000.000	182.074.127	0.000000	1.480.999
	35.133.333	-0.081636	0.000000	180.000.000	182.073.822	0.000000	1.480.999
	35.150.000	-0.081848	0.000000	180.000.000	182.074.753	0.000000	1.480.999
	35.166.667	-0.080930	0.000000	180.000.000	182.075.058	0.000000	1.480.999
	35.183.333	-0.081424	0.000000	180.000.000	182.072.891	0.000000	1.480.999
	35.200.000	-0.081354	0.000000	180.000.000	182.071.655	0.000000	1.480.999
	35.216.667	-0.081001	0.000000	180.000.000	182.072.891	0.000000	1.480.999
	35.233.333	-0.080859	0.000000	180.000.000	182.071.960	0.000000	1.480.999
	35.250.000	-0.082272	0.000000	180.000.000	182.071.655	0.000000	1.480.999
	35.266.667	-0.082907	0.000000	180.000.000	182.071.335	0.000000	1.480.999
	35.283.333	-0.083543	0.000000	180.000.000	182.072.266	0.000000	1.480.999
	35.300.000	-0.084179	0.000000	180.000.000	182.070.099	0.000000	1.480.999
	35.316.667	-0.084108	0.000000	180.000.000	182.070.099	0.000000	1.480.999
	35.333.333	-0.084249	0.000000	180.000.000	182.070.099	0.000000	1.480.999
	35.350.000	-0.086368	0.000000	180.000.000	182.071.960	0.000000	1.480.999
	35.366.667	-0.086650	0.000000	180.000.000	182.071.655	0.000000	1.480.999
	35.383.333	-0.086933	0.000000	180.000.000	182.072.266	0.000000	1.480.999
	35.400.000	-0.086368	0.000000	180.000.000	182.072.891	0.000000	1.480.999
	35.416.667	-0.087286	0.000000	180.000.000	182.072.266	0.000000	1.480.999
	35.433.333	-0.087568	0.000000	180.000.000	182.072.586	0.000000	1.480.999
	35.450.000	-0.087851	0.000000	180.000.000	182.073.517	0.000000	1.480.999
	35.466.667	-0.088345	0.000000	180.000.000	182.074.432	0.000000	1.480.999
	35.483.333	-0.089899	0.000000	180.000.000	182.072.266	0.000000	1.480.999
	35.500.000	-0.089899	0.000000	180.000.000	182.072.891	0.000000	1.480.999
	35.516.667	-0.090605	0.000000	180.000.000	182.070.724	0.000000	1.480.999
	35.533.333	-0.090605	0.000000	180.000.000	182.069.168	0.000000	1.480.999
	35.550.000	-0.090817	0.000000	180.000.000	182.069.168	0.000000	1.480.999
	35.566.667	-0.090958	0.000000	180.000.000	182.070.724	0.000000	1.480.999
	35.583.333	-0.092159	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	35.600.000	-0.092653	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	35.616.667	-0.092653	0.000000	180.000.000	182.071.335	0.000000	1.480.999
	35.633.333	-0.093712	0.000000	180.000.000	182.070.724	0.000000	1.480.999
	35.650.000	-0.094771	0.000000	180.000.000	182.070.724	0.000000	1.480.999
	35.666.667	-0.095478	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	35.683.333	-0.095548	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	35.700.000	-0.096396	0.000000	180.000.000	182.068.237	0.000000	1.480.999
	35.716.667	-0.097031	0.000000	180.000.000	182.068.237	0.000000	1.480.999
	35.733.333	-0.098302	0.000000	180.000.000	182.067.307	0.000000	1.480.999
	35.750.000	-0.099432	0.000000	180.000.000	182.067.001	0.000000	1.480.999
	35.766.667	-0.099997	0.000000	180.000.000	182.067.612	0.000000	1.480.999
	35.783.333	-0.100421	0.000000	180.000.000	182.069.168	0.000000	1.480.999
	35.800.000	-0.100845	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	35.816.667	-0.101904	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	35.833.333	-0.102540	0.000000	180.000.000	182.071.030	0.000000	1.480.999
	35.850.000	-0.103246	0.000000	180.000.000	182.071.335	0.000000	1.480.999
	35.866.667	-0.103458	0.000000	180.000.000	182.071.655	0.000000	1.480.999
	35.883.333	-0.104376	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	35.900.000	-0.104446	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	35.916.667	-0.103952	0.000000	180.000.000	182.068.863	0.000000	1.480.999
	35.933.333	-0.104376	0.000000	180.000.000	182.067.307	0.000000	1.480.999
	35.950.000	-0.104588	0.000000	180.000.000	182.064.819	0.000000	1.480.999
	35.966.667	-0.105011	0.000000	180.000.000	182.064.819	0.000000	1.480.999
	35.983.333	-0.104164	0.000000	180.000.000	182.063.583	0.000000	1.480.999
	36.000.000	-0.103811	0.000000	180.000.000	182.063.889	0.000000	1.480.999
	36.016.667	-0.103246	0.000000	180.000.000	182.064.514	0.000000	1.480.999
	36.033.333	-0.103034	0.000000	180.000.000	182.065.750	0.000000	1.480.999
	36.050.000	-0.104164	0.000000	180.000.000	182.065.445	0.000000	1.480.999
	36.066.667	-0.103528	0.000000	180.000.000	182.067.612	0.000000	1.480.999
	36.083.333	-0.104164	0.000000	180.000.000	182.067.612	0.000000	1.480.999
	36.100.000	-0.104023	0.000000	180.000.000	182.067.307	0.000000	1.480.999
	36.116.667	-0.104446	0.000000	180.000.000	182.069.168	0.000000	1.480.999
	36.133.333	-0.105153	0.000000	180.000.000	182.069.473	0.000000	1.480.999
	36.150.000	-0.104517	0.000000	180.000.000	182.067.932	0.000000	1.480.999
	36.166.667	-0.105082	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	36.183.333	-0.105506	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	36.200.000	-0.105647	0.000000	180.000.000	182.068.863	0.000000	1.480.999
	36.216.667	-0.107059	0.000000	180.000.000	182.069.473	0.000000	1.480.999
	36.233.333	-0.108048	0.000000	180.000.000	182.070.404	0.000000	1.480.999
	36.250.000	-0.109884	0.000000	180.000.000	182.068.542	0.000000	1.480.999
	36.266.667	-0.109672	0.000000	180.000.000	182.068.542	0.000000	1.480.999
	36.283.333	-0.110802	0.000000	180.000.000	182.068.237	0.000000	1.480.999
	36.300.000	-0.111155	0.000000	180.000.000	182.066.681	0.000000	1.480.999
	36.316.667	-0.112356	0.000000	180.000.000	182.065.750	0.000000	1.480.999
	36.333.333	-0.114262	0.000000	180.000.000	182.066.071	0.000000	1.480.999
	36.350.000	-0.114898	0.000000	180.000.000	182.067.307	0.000000	1.480.999
	36.366.667	-0.115957	0.000000	180.000.000	182.067.612	0.000000	1.480.999
	36.383.333	-0.116381	0.000000	180.000.000	182.069.794	0.000000	1.480.999
	36.400.000	-0.115675	0.000000	180.000.000	182.070.724	0.000000	1.480.999
	36.416.667	-0.117087	0.000000	180.000.000	182.072.266	0.000000	1.480.999
	36.433.333	-0.118076	0.000000	180.000.000	182.072.891	0.000000	1.480.999
	36.450.000	-0.118429	0.000000	180.000.000	182.071.960	0.000000	1.480.999
	36.466.667	-0.119488	0.000000	180.000.000	182.071.655	0.000000	1.480.999
	36.483.333	-0.118429	0.000000	180.000.000	182.073.196	0.000000	1.480.999
	36.500.000	-0.119771	0.000000	180.000.000	182.074.127	0.000000	1.480.999
	36.516.667	-0.120759	0.000000	180.000.000	182.075.058	0.000000	1.480.999
	36.533.333	-0.121395	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.550.000	-0.122313	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.566.667	-0.122313	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	36.583.333	-0.123090	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.600.000	-0.123090	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.616.667	-0.123514	0.000000	180.000.000	182.077.225	0.000000	1.480.999
	36.633.333	-0.124926	0.000000	180.000.000	182.078.476	0.000000	1.480.999
	36.650.000	-0.125208	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.666.667	-0.125844	0.000000	180.000.000	182.077.225	0.000000	1.480.999
	36.683.333	-0.125350	0.000000	180.000.000	182.076.920	0.000000	1.480.999
	36.700.000	-0.126550	0.000000	180.000.000	182.076.294	0.000000	1.480.999
	36.716.667	-0.126903	0.000000	180.000.000	182.074.753	0.000000	1.480.999
	36.733.333	-0.126903	0.000000	180.000.000	182.075.989	0.000000	1.480.999
	36.750.000	-0.126903	0.000000	180.000.000	182.077.225	0.000000	1.480.999
	36.766.667	-0.127892	0.000000	180.000.000	182.076.294	0.000000	1.480.999
	36.783.333	-0.127892	0.000000	180.000.000	182.077.545	0.000000	1.480.999
	36.800.000	-0.128739	0.000000	180.000.000	182.078.156	0.000000	1.480.999
	36.816.667	-0.129728	0.000000	180.000.000	182.078.476	0.000000	1.480.999
	36.833.333	-0.129304	0.000000	180.000.000	182.078.476	0.000000	1.480.999
	36.850.000	-0.128881	0.000000	180.000.000	182.079.407	0.000000	1.480.999
	36.866.667	-0.129587	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	36.883.333	-0.130293	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	36.900.000	-0.129728	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	36.916.667	-0.131070	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	36.933.333	-0.131705	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	36.950.000	-0.132059	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	36.966.667	-0.133047	0.000000	180.000.000	182.076.614	0.000000	1.480.999
	36.983.333	-0.132624	0.000000	180.000.000	182.075.684	0.000000	1.480.999
	37.000.000	-0.132906	0.000000	180.000.000	182.075.058	0.000000	1.480.999
	37.016.667	-0.132835	0.000000	180.000.000	182.075.989	0.000000	1.480.999
	37.033.333	-0.132694	0.000000	180.000.000	182.075.684	0.000000	1.480.999
	37.050.000	-0.133259	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	37.066.667	-0.133753	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	37.083.333	-0.134107	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	37.100.000	-0.134530	0.000000	180.000.000	182.076.920	0.000000	1.480.999
	37.116.667	-0.133612	0.000000	180.000.000	182.078.476	0.000000	1.480.999
	37.133.333	-0.133824	0.000000	180.000.000	182.077.850	0.000000	1.480.999
	37.150.000	-0.135166	0.000000	180.000.000	182.079.712	0.000000	1.480.999
	37.166.667	-0.134954	0.000000	180.000.000	182.079.407	0.000000	1.480.999
	37.183.333	-0.135590	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	37.200.000	-0.136790	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	37.216.667	-0.136719	0.000000	180.000.000	182.080.017	0.000000	1.480.999
	37.233.333	-0.138061	0.000000	180.000.000	182.079.086	0.000000	1.480.999
	37.250.000	-0.138273	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	37.266.667	-0.137426	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	37.283.333	-0.138061	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	37.300.000	-0.138626	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.316.667	-0.139968	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	37.333.333	-0.140462	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	37.350.000	-0.140392	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	37.366.667	-0.140039	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.383.333	-0.140533	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.400.000	-0.141451	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.416.667	-0.142157	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	37.433.333	-0.142722	0.000000	180.000.000	182.085.297	0.000000	1.480.999
	37.450.000	-0.143852	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	37.466.667	-0.143711	0.000000	180.000.000	182.088.089	0.000000	1.480.999
	37.483.333	-0.143570	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	37.500.000	-0.145053	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	37.516.667	-0.144841	0.000000	180.000.000	182.086.227	0.000000	1.480.999
	37.533.333	-0.144982	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	37.550.000	-0.144770	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	37.566.667	-0.145123	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	37.583.333	-0.146536	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.600.000	-0.146324	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.616.667	-0.147524	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.633.333	-0.147030	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	37.650.000	-0.146112	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	37.666.667	-0.148019	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	37.683.333	-0.147736	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	37.700.000	-0.147030	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	37.716.667	-0.147171	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	37.733.333	-0.147030	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	37.750.000	-0.146818	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	37.766.667	-0.147383	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	37.783.333	-0.148019	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	37.800.000	-0.147383	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	37.816.667	-0.148230	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	37.833.333	-0.148301	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	37.850.000	-0.148160	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	37.866.667	-0.148513	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	37.883.333	-0.149219	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	37.900.000	-0.149290	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	37.916.667	-0.149643	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	37.933.333	-0.149855	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	37.950.000	-0.150490	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	37.966.667	-0.151620	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	37.983.333	-0.152397	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	38.000.000	-0.152397	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	38.016.667	-0.153244	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	38.033.333	-0.153456	0.000000	180.000.000	182.085.297	0.000000	1.480.999
	38.050.000	-0.154657	0.000000	180.000.000	182.086.227	0.000000	1.480.999
	38.066.667	-0.155010	0.000000	180.000.000	182.087.158	0.000000	1.480.999
	38.083.333	-0.155151	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	38.100.000	-0.155716	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	38.116.667	-0.156705	0.000000	180.000.000	182.087.158	0.000000	1.480.999
	38.133.333	-0.157835	0.000000	180.000.000	182.088.394	0.000000	1.480.999
	38.150.000	-0.157129	0.000000	180.000.000	182.088.089	0.000000	1.480.999
	38.166.667	-0.157199	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	38.183.333	-0.157623	0.000000	180.000.000	182.088.089	0.000000	1.480.999
	38.200.000	-0.156987	0.000000	180.000.000	182.088.089	0.000000	1.480.999
	38.216.667	-0.157905	0.000000	180.000.000	182.086.227	0.000000	1.480.999
	38.233.333	-0.156987	0.000000	180.000.000	182.085.602	0.000000	1.480.999
	38.250.000	-0.156493	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	38.266.667	-0.156917	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	38.283.333	-0.157482	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	38.300.000	-0.156987	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	38.316.667	-0.156422	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	38.333.333	-0.156775	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	38.350.000	-0.156987	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	38.366.667	-0.157129	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	38.383.333	-0.156210	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	38.400.000	-0.156775	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	38.416.667	-0.157623	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	38.433.333	-0.157199	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	38.450.000	-0.158258	0.000000	180.000.000	182.085.907	0.000000	1.480.999
	38.466.667	-0.159247	0.000000	180.000.000	182.087.158	0.000000	1.480.999
	38.483.333	-0.158470	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	38.500.000	-0.159530	0.000000	180.000.000	182.088.089	0.000000	1.480.999
	38.516.667	-0.160236	0.000000	180.000.000	182.088.394	0.000000	1.480.999
	38.533.333	-0.161083	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	38.550.000	-0.161789	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	38.566.667	-0.161719	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	38.583.333	-0.162284	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	38.600.000	-0.162637	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	38.616.667	-0.162496	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	38.633.333	-0.163414	0.000000	180.000.000	182.089.630	0.000000	1.480.999
	38.650.000	-0.163696	0.000000	180.000.000	182.088.394	0.000000	1.480.999
	38.666.667	-0.164261	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	38.683.333	-0.164402	0.000000	180.000.000	182.085.602	0.000000	1.480.999
	38.700.000	-0.165179	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	38.716.667	-0.164897	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	38.733.333	-0.166027	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	38.750.000	-0.166238	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	38.766.667	-0.164261	0.000000	180.000.000	182.085.907	0.000000	1.480.999
	38.783.333	-0.164544	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	38.800.000	-0.163414	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	38.816.667	-0.163837	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	38.833.333	-0.163908	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	38.850.000	-0.164755	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	38.866.667	-0.164332	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	38.883.333	-0.164685	0.000000	180.000.000	182.085.602	0.000000	1.480.999
	38.900.000	-0.163908	0.000000	180.000.000	182.086.227	0.000000	1.480.999
	38.916.667	-0.164473	0.000000	180.000.000	182.087.158	0.000000	1.480.999
	38.933.333	-0.164685	0.000000	180.000.000	182.088.699	0.000000	1.480.999
	38.950.000	-0.165320	0.000000	180.000.000	182.089.951	0.000000	1.480.999
	38.966.667	-0.165815	0.000000	180.000.000	182.090.256	0.000000	1.480.999
	38.983.333	-0.166450	0.000000	180.000.000	182.089.951	0.000000	1.480.999
	39.000.000	-0.166945	0.000000	180.000.000	182.089.951	0.000000	1.480.999
	39.016.667	-0.167721	0.000000	180.000.000	182.089.630	0.000000	1.480.999
	39.033.333	-0.168640	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	39.050.000	-0.169840	0.000000	180.000.000	182.089.020	0.000000	1.480.999
	39.066.667	-0.169628	0.000000	180.000.000	182.088.699	0.000000	1.480.999
	39.083.333	-0.171111	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	39.100.000	-0.171606	0.000000	180.000.000	182.085.297	0.000000	1.480.999
	39.116.667	-0.172170	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	39.133.333	-0.172453	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	39.150.000	-0.173371	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	39.166.667	-0.173865	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.183.333	-0.173936	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	39.200.000	-0.174713	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	39.216.667	-0.175278	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	39.233.333	-0.175137	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	39.250.000	-0.175490	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	39.266.667	-0.176125	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	39.283.333	-0.176478	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	39.300.000	-0.176337	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	39.316.667	-0.177608	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	39.333.333	-0.177396	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	39.350.000	-0.177679	0.000000	180.000.000	182.086.838	0.000000	1.480.999
	39.366.667	-0.177961	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	39.383.333	-0.178244	0.000000	180.000.000	182.087.463	0.000000	1.480.999
	39.400.000	-0.178526	0.000000	180.000.000	182.087.769	0.000000	1.480.999
	39.416.667	-0.179374	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	39.433.333	-0.179515	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	39.450.000	-0.180645	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	39.466.667	-0.180574	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	39.483.333	-0.181139	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	39.500.000	-0.180362	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	39.516.667	-0.180715	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	39.533.333	-0.180504	0.000000	180.000.000	182.085.297	0.000000	1.480.999
	39.550.000	-0.180362	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	39.566.667	-0.180150	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	39.583.333	-0.179939	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.600.000	-0.179656	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	39.616.667	-0.178456	0.000000	180.000.000	182.079.712	0.000000	1.480.999
	39.633.333	-0.178526	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	39.650.000	-0.177961	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	39.666.667	-0.177467	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	39.683.333	-0.177961	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	39.700.000	-0.179021	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	39.716.667	-0.179021	0.000000	180.000.000	182.082.809	0.000000	1.480.999
	39.733.333	-0.178456	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.750.000	-0.179021	0.000000	180.000.000	182.080.948	0.000000	1.480.999
	39.766.667	-0.179868	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.783.333	-0.180433	0.000000	180.000.000	182.082.504	0.000000	1.480.999
	39.800.000	-0.181210	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.816.667	-0.181210	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	39.833.333	-0.180998	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	39.850.000	-0.182198	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	39.866.667	-0.182763	0.000000	180.000.000	182.080.338	0.000000	1.480.999
	39.883.333	-0.183046	0.000000	180.000.000	182.079.407	0.000000	1.480.999
	39.900.000	-0.183681	0.000000	180.000.000	182.082.199	0.000000	1.480.999
	39.916.667	-0.184388	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	39.933.333	-0.185659	0.000000	180.000.000	182.081.879	0.000000	1.480.999
	39.950.000	-0.186083	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	39.966.667	-0.185800	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	39.983.333	-0.185871	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	40.000.000	-0.186083	0.000000	180.000.000	182.084.671	0.000000	1.480.999
	40.016.667	-0.187989	0.000000	180.000.000	182.083.130	0.000000	1.480.999
	40.033.333	-0.188625	0.000000	180.000.000	182.085.907	0.000000	1.480.999
	40.050.000	-0.188837	0.000000	180.000.000	182.085.907	0.000000	1.480.999
	40.066.667	-0.189755	0.000000	180.000.000	182.084.976	0.000000	1.480.999
	40.083.333	-0.190037	0.000000	180.000.000	182.084.366	0.000000	1.480.999
	40.100.000	-0.189967	0.000000	180.000.000	182.085.602	0.000000	1.480.999
	40.116.667	-0.190532	0.000000	180.000.000	182.084.061	0.000000	1.480.999
	40.133.333	-0.191661	0.000000	180.000.000	182.083.740	0.000000	1.480.999
	40.150.000	-0.191026	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	40.166.667	-0.191661	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	40.183.333	-0.192226	0.000000	180.000.000	182.083.435	0.000000	1.480.999
	40.200.000	-0.192438	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	40.216.667	-0.192226	0.000000	180.000.000	182.080.017	0.000000	1.480.999
	40.233.333	-0.191873	0.000000	180.000.000	182.079.086	0.000000	1.480.999
	40.250.000	-0.192368	0.000000	180.000.000	182.079.712	0.000000	1.480.999
	40.266.667	-0.192933	0.000000	180.000.000	182.080.017	0.000000	1.480.999
	40.283.333	-0.193568	0.000000	180.000.000	182.081.573	0.000000	1.480.999
	40.300.000	-0.193780	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	40.316.667	-0.194274	0.000000	180.000.000	182.081.268	0.000000	1.480.999
	40.333.333	-0.195192	0.000000	180.000.000	182.080.017	0.000000	1.480.999
	40.350.000	-0.194910	0.000000	180.000.000	182.078.781	0.000000	1.480.999
	40.366.667	-0.194910	0.000000	180.000.000	182.077.225	0.000000	1.480.999
	40.383.333	-0.195263	0.000000	180.000.000	182.079.086	0.000000	1.480.999
	40.400.000	-0.196322	0.000000	180.000.000	182.080.017	0.000000	1.480.999
	40.416.667	-0.196746	0.000000	180.000.000	182.080.643	0.000000	1.480.999
	40.433.333	-0.197311	0.000000	180.000.000	182.080.643	0.000000	1.480.999
